cod_cnuc,mean,na_rows,total_days,pa_name_cnuc,en_wkname
0000.29.0322,0.5683003128258602,1,960,ÁREA DE PROTEÇÃO AMBIENTAL SERRA BRANCA / RASO DA CATARINA,Serra Branca / Raso da Catarina Environmental Protection Area
0000.29.0325,0.9710743801652892,0,968,PARQUE ESTADUAL DA SERRA DO CONDURU,Serra do Conduru State Park
0000.29.0328,0.5357512953367876,1,966,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,Baía de Camamu Environmental Protection Area
0000.31.0360,3.3418332184700206,0,1451,MONUMENTO NATURAL ESTADUAL GRUTA REI DO MATO,Gruta Rei do Mato
0000.31.0362,1.1857304643261608,0,883,PARQUE ESTADUAL RIO PRETO,Rio Preto State Park
0000.31.0363,0.8208132322536182,0,1451,ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES,Mata dos Ausentes Ecological Station
0000.31.0368,1.4228260869565217,1,921,PARQUE ESTADUAL DO SUMIDOURO,Sumidouro State Park
0000.31.0387,0.5248868778280543,1,885,PARQUE ESTADUAL GRÃO MOGOL,Grão Mogol State Park
0000.31.0388,1.4019292604501608,0,933,PARQUE ESTADUAL BIRIBIRI,Biribiri State Park
0000.31.0393,0.5254813137032842,1,884,PARQUE ESTADUAL SERRA NEGRA,Serra Negra State Park
0000.31.0394,1.591907514450867,0,865,PARQUE ESTADUAL DO RIO DOCE,Rio Doce State Park
0000.31.0395,0.6792249730893434,0,929,PARQUE ESTADUAL NOVA BADEN,Nova Baden State Park
0000.31.0398,2.0349887133182842,0,886,PARQUE ESTADUAL SERRA DO ROLA MOÇA,Serra do Rola-Moça State Park
0000.31.0402,0.4495967741935484,0,992,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,Fernão Dias Environmental Protection Area
0000.31.0404,0.696604600219058,0,913,PARQUE ESTADUAL PICO DO ITAMBÉ,Pico do Itambé State Park
0000.31.0406,0.9257028112449799,0,996,PARQUE ESTADUAL SERRA DO PAPAGAIO,Serra do Papagaio State Park
0000.31.0415,0.6402481047553411,0,1451,RESERVA BIOLÓGICA JAÍBA,Jaíba Biological Reserve
0000.31.0888,0.9426605504587156,0,872,PARQUE ESTADUAL SERRA NOVA,Serra Nova State Park
0000.31.0890,0.7932584269662921,0,890,PARQUE ESTADUAL DA SERRA DO CABRAL,Serra do Cabral State Park
0000.31.1756,0.5852311939268461,2,1451,ESTAÇÃO ECOLÓGICA DE ACAUÃ,Acauã Ecological Station
0000.31.1776,0.8223981900452488,0,884,PARQUE ESTADUAL CAMINHO DOS GERAIS,Caminho dos Gerais State Park
0000.32.0331,0.562564632885212,0,967,PARQUE ESTADUAL DE ITAÚNAS,Itaúnas State Park
0000.32.0332,0.7249224405377456,1,968,PARQUE ESTADUAL PAULO CÉSAR VINHA,Paulo César Vinha State Park
0000.32.1533,1.0946538124452234,0,1141,MONUMENTO NATURAL O FRADE E A FREIRA,Frade e a Freira Natural Monument
0000.32.1534,0.587203302373581,0,969,PARQUE ESTADUAL DO FORNO GRANDE,Forno Grande State Park
0000.32.1667,0.5325077399380805,0,969,RESERVA BIOLóGICA DE DUAS BOCAS,Duas Bocas Biological Reserve
0000.32.1673,2.2563749138525155,0,1451,PARQUE ESTADUAL DA PEDRA AZUL,Pedra Azul State Park
0000.32.1831,0.9803921568627451,0,969,PARQUE ESTADUAL DA CACHOEIRA DA FUMAçA,Cachoeira da Fumaça State Park
0000.32.1832,0.35470527404343327,0,967,RESERVA ESTADUAL DE DESENVOLVIMENTO SUSTENTÁVEL CONCHA D´OSTRA,Concha D'Ostra Sustainable Development Reserve
0000.32.1833,0.4607438016528926,0,968,PARQUE ESTADUAL DE MATA DAS FLORES,Mata das Flores State Park
0000.32.2319,0.7383660806618407,0,967,MONUMENTO NATURAL ESTADUAL SERRA DAS TORRES,Serra das Torres Natural Monument
0000.33.0723,0.863,1,1001,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO,Aventureiro Sustainable Development Reserve
0000.33.0728,1.0206896551724138,1,1451,RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL,Praia do Sul Biological Reserve
0000.33.0731,0.6693386773547094,1,999,ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS,Tamoios Environmental Protection Area
0000.33.0736,0.5590312815338042,0,991,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES,Bacia dos Frades Environmental Protection Area
0000.33.0737,0.6805273833671399,1,987,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,Bacia do Rio Macacu Environmental Protection Area
0000.33.0738,0.6160896130346232,1,983,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,Macaé de Cima Environmental Protection Area
0000.33.1476,1.03125,0,864,PARQUE ESTADUAL DA SERRA DA TIRIRICA,Serra da Tiririca State Park
0000.33.1477,2.0719280719280717,0,1001,PARQUE ESTADUAL DA ILHA GRANDE,Ilha Grande State Park
0000.33.1478,5.592134831460674,0,890,PARQUE ESTADUAL DA PEDRA BRANCA,Pedra Branca State Park
0000.33.1479,0.8460674157303371,0,890,PARQUE ESTADUAL DO DESENGANO,Desengano State Park
0000.33.1480,0.5531674208144797,0,884,PARQUE ESTADUAL DA SERRA DA CONCÓRDIA,Serra da Concórdia State Park
0000.33.1482,0.8573397656788422,0,1451,RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA,Guaratiba Biological Reserve
0000.33.1483,0.567847882454624,1,1158,RESERVA BIOLÓGICA DE ARARAS,Araras State Biological Reserve
0000.33.1485,1.8799192734611503,0,991,PARQUE ESTADUAL DOS TRÊS PICOS,Três Picos State Park
0000.33.2722,0.7492447129909365,0,993,PARQUE ESTADUAL DA PEDRA SELADA,Pedra Selada State Park
0000.33.2732,1.3404548587181255,0,1451,PARQUE ESTADUAL DA COSTA DO SOL,Costa do Sol State Park
0000.33.2904,0.7641083521444695,1,887,PARQUE ESTADUAL DO MENDANHA,Mendanha State Park
0000.35.0798,5.789800137835975,0,1451,PARQUE ESTADUAL DA SERRA DO MAR,Serra do Mar State Park
