Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,nomeUC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.31.0892 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO ESTADUAL DE VIDA SILVESTRE RIO PANDEIROS ,Estadual ,Refúgio de Vida Silvestre ,Category III ,JANUARIA (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0893 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL FAZENDA CAPITÃO EDUARDO ,Estadual ,Área de Proteção Ambiental ,Category V ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0894 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO ,Estadual ,Área de Proteção Ambiental ,Category V ,"Bonito de Minas (MG), JANUARIA (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0895 ,Instituto Estadual de Florestas de Minas Gerais ,FLORESTA ESTADUAL SÃO JUDAS TADEU ,Estadual ,Floresta ,Category VI ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0896 ,Instituto Estadual de Florestas de Minas Gerais ,FLORESTA ESTADUAL DO UAIMII ,Estadual ,Floresta ,Category VI ,Ouro Preto (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0897 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL PETER LUND ,Estadual ,Monumento Natural ,Category III ,Cordisburgo (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0936 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DO CERCADINHO ,Estadual ,Estação Ecológica ,Category Ia ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0937 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Coronel Xavier Chaves (MG), Prados (MG), Santa Cruz de Minas (MG), São João del Rei (MG), Tiradentes (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0938 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DA LAPA GRANDE ,Estadual ,Parque ,Category II ,Montes Claros (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1756 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DE ACAUÃ ,Estadual ,Estação Ecológica ,Category Ia ,"Leme do Prado (MG), Turmalina (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1762 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DO INTENDENTE ,Estadual ,Parque ,Category II ,Conceição do Mato Dentro (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1770 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL PAU FURADO ,Estadual ,Parque ,Category II ,"Araguari (MG), Uberlândia (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1771 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO ,Estadual ,Área de Proteção Ambiental ,Category V ,"Alfenas (MG), Campestre (MG), Carvalhópolis (MG), Congonhal (MG), Espírito Santo do Dourado (MG), Fama (MG), Ipuiúna (MG), Machado (MG), Paraguaçu (MG), Poço Fundo (MG), São João da Mata (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1773 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL ALTO DO CARIRI ,Estadual ,Parque ,Category II ,"Salto da Divisa (MG), Santa Maria do Salto (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1774 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Santa Maria do Salto (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1775 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DE MONTEZUMA ,Estadual ,Parque ,Category II ,Montezuma (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1776 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL CAMINHO DOS GERAIS ,Estadual ,Parque ,Category II ,"Espinosa (MG), Gameleiras (MG), Mamonas (MG), Monte Azul (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1780 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DA BOA ESPERANÇA ,Estadual ,Parque ,Category II ,Boa Esperança (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.1781 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA VERDE ,Estadual ,Parque ,Category II ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2328 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DO LIMOEIRO ,Estadual ,Parque ,Category II ,Itabira (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2329 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DE PARACATU ,Estadual ,Parque ,Category II ,Paracatu (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2402 ,Instituto Estadual de Florestas de Minas Gerais ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOCERRADO BRASIL ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Araxá (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2440 ,Instituto Estadual de Florestas de Minas Gerais ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESTA DO PENGÁ ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Aiuruoca (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2591 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL VARGEM DA PEDRA ,Estadual ,Monumento Natural ,Category III ,Matozinhos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2592 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL EXPERIêNCIA DA JAGUARA ,Estadual ,Monumento Natural ,Category III ,Matozinhos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2593 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL LAPA VERMELHA ,Estadual ,Monumento Natural ,Category III ,Pedro Leopoldo (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2594 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL CERCA GRANDE ,Estadual ,Parque ,Category II ,Matozinhos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2610 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA ,Estadual ,Monumento Natural ,Category III ,"Itabirito (MG), Moeda (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2611 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DE ARÊDES ,Estadual ,Estação Ecológica ,Category Ia ,Itabirito (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2612 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO DO MUCURI ,Estadual ,Área de Proteção Ambiental ,Category V ,"Caraí (MG), Catuji (MG), Itaipé (MG), Ladainha (MG), Malacacheta (MG), Novo Cruzeiro (MG), Poté (MG), Teófilo Otoni (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2613 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DO SOBRADO ,Estadual ,Parque ,Category II ,São José da Lapa (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2619 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DO OURO BRANCO ,Estadual ,Parque ,Category II ,"Ouro Branco (MG), Ouro Preto (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2621 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL DE ITATIAIA ,Estadual ,Monumento Natural ,Category III ,"Ouro Branco (MG), Ouro Preto (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2622 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL DE SANTO ANTÔNIO ,Estadual ,Monumento Natural ,Category III ,Matozinhos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2623 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL SERRA DO GAMBÁ ,Estadual ,Monumento Natural ,Category III ,Jeceaba (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2624 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL VÁRZEA DO LAGEADO E SERRA DO RAIO ,Estadual ,Monumento Natural ,Category III ,Serro (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.2625 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL VÁRZEA DA LAPA ,Estadual ,Monumento Natural ,Category III ,Lagoa Santa (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.3038 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Lagoa Santa (MG), Santa Luzia (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.3039 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL PICO DO IBITURUNA ,Estadual ,Monumento Natural ,Category III ,Governador Valadares (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.3041 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO DE VIDA SILVESTRE ESTADUAL SERRA DAS AROEIRAS ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Pedro Leopoldo (MG), São José da Lapa (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
41068,0000.32.0331 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,PARQUE ESTADUAL DE ITAÚNAS ,Estadual ,Parque ,Category II ,Conceição da Barra (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
352044,0000.32.0332 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,PARQUE ESTADUAL PAULO CÉSAR VINHA ,Estadual ,Parque ,Category II ,Guarapari (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
351887,0000.32.0333 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GUANANDY ,Estadual ,Área de Proteção Ambiental ,Category V ,"Itapemirim (ES), Piúma (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
351886,0000.32.0334 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE PROTEÇÃO AMBIENTAL DO PICO DO GOIAPABA-AÇU ,Estadual ,Área de Proteção Ambiental ,Category V ,"Fundão (ES), Santa Teresa (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
351888,0000.32.0335 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE PROTEÇÃO AMBIENTAL DE PRAIA MOLE ,Estadual ,Área de Proteção Ambiental ,Category V ,Serra (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
351885,0000.32.0336 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA ,Estadual ,Área de Proteção Ambiental ,Category V ,Conceição da Barra (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.0337 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE PROTEÇÃO AMBIENTAL PEDRA DO ELEFANTE ,Estadual ,Área de Proteção Ambiental ,Category V ,Nova Venécia (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.0338 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE PROTEÇÃO AMBIENTAL DE SETIBA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Guarapari (ES), Vila Velha (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1012 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO MORRO DA VARGEM ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Ibiraçu (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1533 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,MONUMENTO NATURAL O FRADE E A FREIRA ,Estadual ,Monumento Natural ,Category III ,"Vargem Alta (ES), Itapemirim (ES), Cachoeiro de Itapemirim (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1534 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,PARQUE ESTADUAL DO FORNO GRANDE ,Estadual ,Parque ,Category II ,Castelo (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1667 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA BIOLóGICA DE DUAS BOCAS ,Estadual ,Reserva Biológica ,Category Ia ,Cariacica (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1673 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,PARQUE ESTADUAL DA PEDRA AZUL ,Estadual ,Parque ,Category II ,Domingos Martins (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1831 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,PARQUE ESTADUAL DA CACHOEIRA DA FUMAçA ,Estadual ,Parque ,Category II ,"Alegre (ES), Ibitirama (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1832 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA ESTADUAL DE DESENVOLVIMENTO SUSTENTÁVEL CONCHA D´OSTRA ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Guarapari (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.1833 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,PARQUE ESTADUAL DE MATA DAS FLORES ,Estadual ,Parque ,Category II ,Castelo (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2319 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,MONUMENTO NATURAL ESTADUAL SERRA DAS TORRES ,Estadual ,Monumento Natural ,Category III ,"Atilio Vivacqua (ES), Mimoso do Sul (ES), Muqui (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2344 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORINDO VIDAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Iúna (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2345 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MUTUM PRETO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Linhares (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2346 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DAS ANTAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Linhares (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2347 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESTINGA DE ARACRUZ ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Aracruz (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2348 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL OIUTREM ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Alfredo Chaves (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2350 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIO E COMPANHIA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2351 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOVÓ DINDINHA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2352 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADÃO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Leopoldina (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2353 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL YARA BRUNINI ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Piúma (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2354 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA SERRA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Iúna (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2355 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO MACUCO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Presidente Kennedy (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2357 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL DEBORA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2358 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL OLHO D'ÁGUA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Teresa (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2360 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL VALE DO SOL ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Teresa (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2361 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESTADUAL CóRREGO CASCATA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2362 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL REMY LUIZ ALVES ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Muniz Freire (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2363 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SIMONE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2365 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL MACACO BARBADO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Maria de Jetibá (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2366 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PAU A PIQUE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Leopoldina (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2367 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOCA DA ONÇA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Iúna (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2577 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL BEI CANTONI ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Teresa (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2579 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CACHOEIRA DA FUMAçA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Ibitirama (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2914 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PASSOS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2916 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREISLEBEN ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Afonso Claúdio (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2917 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADAO II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Leopoldina (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2918 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO FUNDO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Marechal Floriano (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2934 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEU CANTINHO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Teresa (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.2997 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMONIO NATURAL PALMARES ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Santa Maria de Jetibá (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.3237 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL KOEHLER ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,"Domingos Martins (ES), Marechal Floriano (ES) ",Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.32.3260 ,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DAS FLORES ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Domingos Martins (ES) ,Sim ,ES ,,,,,,,,,,,,,,,,,,,,,,,,,
