Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.29.2031 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LEMBRANÇA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Porto Seguro (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2056 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PIANISSOLI ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2057 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ENGELHARDT ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2703 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DEMUNER ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2763 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CORUMBAU ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2796 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PARAíSO I ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Porto Seguro (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2853 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA MESTRE BONINA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Ilhéus (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2854 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL CORUMBAU I ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2929 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA MARIANA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Camamu (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2930 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BOHEMIA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Camamu (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2931 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA LUKAVEC ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Camamu (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2932 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BIANCA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Camamu (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2933 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA ECOLóGICA CHEFE ROSA. ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Camamu (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.2948 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DE PATRIMÔNIO NATURAL RANCHO LETTY ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3173 ,Secretaria do Meio Ambiente da Bahia ,"RESERVA PARTICULAR DO PATRIMôNIO NATURAL FERNANDES I, II E III ",Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3201 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL DO JEQUITIBá ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Entre Rios (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3202 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL LEMBRANçA II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Porto Seguro (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3203 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA DO CAHY ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Prado (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3206 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO CANTASSURí ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Itacaré (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3248 ,Secretaria do Meio Ambiente da Bahia ,PARQUE ESTADUAL PONTA DA TULHA ,Estadual ,Parque ,Category II ,Ilhéus (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3278 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA ANA II ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Itacaré (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3292 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÊS MORENAS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Porto Seguro (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3388 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ARCO VERDE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Maracás (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3402 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA VITóRIA PRIMAVERA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Maraú (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3403 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BOA VISTA I ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Maraú (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3404 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA SANTO ANDRé ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Maraú (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3412 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESPINITA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Igrapiúna (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3413 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR PATRIMôNIO NATURAL IRARA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Camamu (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3431 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA ANA I ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Itacaré (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3433 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL COTINGA-CREJOá ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Una (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3464 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL STANISLAS PRYL/MICO-LEãO-DA-CARA-DOURADA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Una (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3472 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL TOCA DOS OSSOS ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Ourolândia (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3552 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO GRANDE ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,São Desidério (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3733 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL LIMOEIRO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Esplanada (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3734 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL PREGUIçA-DE-COLEIRA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Maraú (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3792 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL MUTUM-DE-BICO-VERMELHO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Piraí do Norte (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3793 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL MACUQUINHO-BAIANO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,"Ituberá (BA), Piraí do Norte (BA) ",Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3794 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA YOGO ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Jaguaripe (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.29.3795 ,Secretaria do Meio Ambiente da Bahia ,RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA JACURUNA ,Estadual ,Reserva Particular do Patrimônio Natural ,Category IV ,Jaguaripe (BA) ,Sim ,BA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0355 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS ,Estadual ,Área de Proteção Ambiental ,Category V ,"Bonito de Minas (MG), JANUARIA (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0360 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL GRUTA REI DO MATO ,Estadual ,Monumento Natural ,Category III ,Sete Lagoas (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351912,0000.31.0361 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ ,Estadual ,Área de Proteção Ambiental ,Category V ,"Coronel Xavier Chaves (MG), Prados (MG), Santa Cruz de Minas (MG), São João del Rei (MG), Tiradentes (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352049,0000.31.0362 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL RIO PRETO ,Estadual ,Parque ,Category II ,São Gonçalo do Rio Preto (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351947,0000.31.0363 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA MATA DOS AUSENTES ,Estadual ,Estação Ecológica ,Category Ia ,Senador Modestino Gonçalves (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351945,0000.31.0365 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA MAR DE ESPANHA ,Estadual ,Estação Ecológica ,Category Ia ,Mar de Espanha (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351941,0000.31.0366 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DE CORUMBÁ ,Estadual ,Estação Ecológica ,Category Ia ,Arcos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
19554,0000.31.0367 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DO TRIPUÍ ,Estadual ,Estação Ecológica ,Category Ia ,Ouro Preto (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352055,0000.31.0368 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DO SUMIDOURO ,Estadual ,Parque ,Category II ,"Lagoa Santa (MG), Pedro Leopoldo (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351928,0000.31.0370 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES ,Estadual ,Área de Proteção Ambiental ,Category V ,"Betim (MG), Contagem (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351937,0000.31.0383 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DE ÁGUA LIMPA ,Estadual ,Estação Ecológica ,Category Ia ,Cataguases (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351940,0000.31.0384 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DE FECHOS ,Estadual ,Estação Ecológica ,Category Ia ,Nova Lima (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
33559,0000.31.0385 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DO BRIGADEIRO ,Estadual ,Parque ,Category II ,"Araponga (MG), Divino (MG), Ervália (MG), Fervedouro (MG), Miradouro (MG), Muriaé (MG), Pedra Bonita (MG), Sericita (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
5125,0000.31.0386 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DAS ARARAS ,Estadual ,Parque ,Category II ,Chapada Gaúcha (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352032,0000.31.0387 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL GRÃO MOGOL ,Estadual ,Parque ,Category II ,Grão Mogol (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351995,0000.31.0388 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL BIRIBIRI ,Estadual ,Parque ,Category II ,Diamantina (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352039,0000.31.0390 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL LAGOA DO CAJUEIRO ,Estadual ,Parque ,Category II ,Matias Cardoso (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352042,0000.31.0391 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL MATA SECA ,Estadual ,Parque ,Category II ,Manga (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351946,0000.31.0392 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA MATA DO CEDRO ,Estadual ,Estação Ecológica ,Category Ia ,Carmópolis de Minas (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352052,0000.31.0393 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA NEGRA ,Estadual ,Parque ,Category II ,Itamarandiba (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
3219,0000.31.0394 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DO RIO DOCE ,Estadual ,Parque ,Category II ,"Dionísio (MG), Marliéria (MG), Timóteo (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352043,0000.31.0395 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL NOVA BADEN ,Estadual ,Parque ,Category II ,Lambari (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352058,0000.31.0397 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL VERDE GRANDE ,Estadual ,Parque ,Category II ,Matias Cardoso (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352053,0000.31.0398 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DO ROLA MOÇA ,Estadual ,Parque ,Category II ,"Brumadinho (MG), Belo Horizonte (MG), Ibirité (MG), Nova Lima (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
33562,0000.31.0399 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS ,Estadual ,Área de Proteção Ambiental ,Category V ,Ouro Preto (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0400 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH ,Estadual ,Área de Proteção Ambiental ,Category V ,"Barão de Cocais (MG), Brumadinho (MG), Belo Horizonte (MG), CAETE (MG), Catas Altas (MG), Ibirité (MG), Itabirito (MG), Mário Campos (MG), Nova Lima (MG), Raposos (MG), Rio Acima (MG), Santa Bárbara (MG), Sarzedo (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352060,0000.31.0401 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL VEREDAS DO PERUAÇU ,Estadual ,Parque ,Category II ,"Bonito de Minas (MG), Cônego Marinho (MG), JANUARIA (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351897,0000.31.0402 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS ,Estadual ,Área de Proteção Ambiental ,Category V ,"Brasópolis (MG), Camanducaia (MG), Extrema (MG), Gonçalves (MG), Itapeva (MG), Paraisópolis (MG), Sapucaí-Mirim (MG), Toledo (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352054,0000.31.0403 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SETE SALÕES ,Estadual ,Parque ,Category II ,"Conselheiro Pena (MG), Itueta (MG), Resplendor (MG), Santa Rita do Itueto (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352045,0000.31.0404 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL PICO DO ITAMBÉ ,Estadual ,Parque ,Category II ,"Santo Antônio do Itambé (MG), Serra Azul de Minas (MG), Serro (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351876,0000.31.0405 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES ,Estadual ,Área de Proteção Ambiental ,Category V ,"Couto de Magalhães de Minas (MG), Diamantina (MG), Felício dos Santos (MG), Rio Vermelho (MG), Santo Antônio do Itambé (MG), Serra Azul de Minas (MG), Serro (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352051,0000.31.0406 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DO PAPAGAIO ,Estadual ,Parque ,Category II ,"Aiuruoca (MG), Alagoa (MG), Baependi (MG), Itamonte (MG), Pouso Alto (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351906,0000.31.0407 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL LAJEDÃO ,Estadual ,Área de Proteção Ambiental ,Category V ,Matias Cardoso (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0408 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO SABONETAL ,Estadual ,Área de Proteção Ambiental ,Category V ,"Itacarambi (MG), Jaíba (MG), Pedras de Maria da Cruz (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352047,0000.31.0409 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL RIO CORRENTE ,Estadual ,Parque ,Category II ,Açucena (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0410 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA DA CANDONGA ,Estadual ,Parque ,Category II ,Guanhães (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
15961,0000.31.0413 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DO ITACOLOMI ,Estadual ,Parque ,Category II ,"Mariana (MG), Ouro Preto (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
351928,0000.31.0415 ,Instituto Estadual de Florestas de Minas Gerais ,RESERVA BIOLÓGICA JAÍBA ,Estadual ,Reserva Biológica ,Category Ia ,Matias Cardoso (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
352059,0000.31.0416 ,Instituto Estadual de Florestas de Minas Gerais ,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL VEREDAS DO ACARI ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,"Chapada Gaúcha (MG), Urucuia (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0417 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DE SAGARANA ,Estadual ,Estação Ecológica ,Category Ia ,Arinos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0888 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL SERRA NOVA ,Estadual ,Parque ,Category II ,"Mato Verde (MG), Porteirinha (MG), Riacho dos Machados (MG), Rio Pardo de Minas (MG), Serranópolis de Minas (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0889 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL CAMPOS ALTOS ,Estadual ,Parque ,Category II ,Campos Altos (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0890 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DA SERRA DO CABRAL ,Estadual ,Parque ,Category II ,"Buenópolis (MG), Joaquim Felício (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0892 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO ESTADUAL DE VIDA SILVESTRE RIO PANDEIROS ,Estadual ,Refúgio de Vida Silvestre ,Category III ,JANUARIA (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0893 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL FAZENDA CAPITÃO EDUARDO ,Estadual ,Área de Proteção Ambiental ,Category V ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0894 ,Instituto Estadual de Florestas de Minas Gerais ,ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO ,Estadual ,Área de Proteção Ambiental ,Category V ,"Bonito de Minas (MG), JANUARIA (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0895 ,Instituto Estadual de Florestas de Minas Gerais ,FLORESTA ESTADUAL SÃO JUDAS TADEU ,Estadual ,Floresta ,Category VI ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0896 ,Instituto Estadual de Florestas de Minas Gerais ,FLORESTA ESTADUAL DO UAIMII ,Estadual ,Floresta ,Category VI ,Ouro Preto (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0897 ,Instituto Estadual de Florestas de Minas Gerais ,MONUMENTO NATURAL ESTADUAL PETER LUND ,Estadual ,Monumento Natural ,Category III ,Cordisburgo (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0936 ,Instituto Estadual de Florestas de Minas Gerais ,ESTAÇÃO ECOLÓGICA DO CERCADINHO ,Estadual ,Estação Ecológica ,Category Ia ,Belo Horizonte (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0937 ,Instituto Estadual de Florestas de Minas Gerais ,REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Coronel Xavier Chaves (MG), Prados (MG), Santa Cruz de Minas (MG), São João del Rei (MG), Tiradentes (MG) ",Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.31.0938 ,Instituto Estadual de Florestas de Minas Gerais ,PARQUE ESTADUAL DA LAPA GRANDE ,Estadual ,Parque ,Category II ,Montes Claros (MG) ,Sim ,MG ,,,,,,,,,,,,,,,,,,,,,,,,,
