cod_cnuc,mean,na_rows,total_days
0000.00.0210,0.8959537572254336,0,1211
0000.00.0211,1.0429577464788733,0,1420
0000.00.0212,14.659859154929578,0,1420
0000.00.0213,1.1825657894736843,0,1216
0000.00.0214,4.186619718309859,0,1420
0000.00.0215,7.929577464788732,0,1420
0000.00.0216,0.7600989282769992,0,1213
0000.00.0217,3.2373239436619716,0,1420
0000.00.0222,4.486619718309859,0,1420
0000.00.0223,0.4143763213530655,1,1420
0000.00.0227,0.492600422832981,1,1420
0000.00.0228,0.2607470049330514,1,1420
0000.00.0230,0.45,0,1420
0000.00.0231,1.6464788732394366,0,1420
0000.00.0232,1.1732394366197183,0,1420
0000.00.0233,1.2204225352112676,0,1420
0000.00.0234,1.156338028169014,0,1420
0000.00.0235,0.576056338028169,0,1420
0000.00.0238,1.069718309859155,0,1420
0000.00.0239,0.38661971830985914,0,1420
0000.00.0240,0.971830985915493,0,1420
0000.00.0242,0.47112676056338026,0,1420
0000.00.0243,0.5802816901408451,0,1420
0000.00.0244,1.2732394366197184,0,1420
0000.00.0245,1.0161971830985916,0,1420
0000.00.0246,0.6060606060606061,1,1420
0000.00.0247,0.33121916842847077,1,1420
0000.00.0248,0.7464788732394366,0,1420
0000.00.0249,0.35845070422535213,0,1420
0000.00.0250,0.31994362226920364,1,1420
0000.00.0251,1.9246478873239437,0,1420
0000.00.0252,1.4281690140845071,0,1420
0000.00.0253,0.826056338028169,0,1420
0000.00.0254,0.766737138830162,1,1420
0000.00.0255,3.4288732394366197,0,1420
0000.00.0256,0.7780126849894292,1,1420
0000.00.0259,1.069767441860465,1,1420
0000.00.0260,0.6605633802816901,0,1420
